1_1,1_2,1_3,1_4,1_5,2_2,2_3,2_4,2_5,3_3,3_4,3_5,4_4,4_5,5_5,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,go_x,go_y
14.32188825,16.87334994,25.17853233,15.49741917,14.38676002,19.42481163,27.72999402,18.04888087,16.93822171,36.03517641,26.35406325,25.2434041,16.6729501,15.56229095,14.45163179,-5.831875744,2.223600952,5.558822386,-0.961465706,6.980655513,2.779949653,6.02010294,-2.573464821,5.073032516,-2.212896433,2.946026853,3.046234903,-7.280989051,9.033524672,4.771542494,-9.860865514,4.259738435
8.912774667,23.18318488,10.73072193,15.55472873,16.52684044,37.4535951,25.00113215,29.82513894,30.79725066,12.5486692,17.37267599,18.3447877,22.19668279,23.1687945,24.14090621,-8.765703184,-4.81312113,4.265360939,9.692051721,-9.344035444,3.545232167,-9.200524805,-0.889648461,5.34892462,0.48799184,-6.950078742,6.631161391,1.68192342,-6.489568766,6.908522281,-7.867449043,-3.886177966
25.04992229,24.75219738,31.55326352,20.6266678,30.53760858,24.45447248,31.25553861,20.3289429,30.23988367,38.05660475,27.13000903,37.04094981,16.20341331,26.11435409,36.02529487,0.142460416,5.04661267,4.314104407,4.80184605,-1.169560074,6.741661382,4.264113023,9.807398645,6.637942156,0.720533635,-3.314525767,5.863991166,7.300104942,6.313532613,6.537137685,-4.257857828,-5.857531229
28.60770589,28.79280143,30.25500403,22.70352372,27.44149138,28.97789697,30.44009957,22.88861926,27.62658692,31.90230216,24.35082185,29.08878952,16.79934154,21.53730921,26.27527687,-2.319897997,8.217910927,2.372241847,4.877694187,-6.222107856,5.635887951,0.031742828,7.299379378,6.639949952,-4.301843565,-0.451074499,6.11920787,2.485760158,-9.806570917,5.201530587,-8.362280565,-4.528158688
19.37233757,15.47178713,23.11585984,19.43370365,20.57866998,11.57123668,19.2153094,15.53315321,16.67811954,26.85938211,23.17722592,24.32219225,19.49506974,20.64003606,21.78500239,6.837061146,-5.950594695,4.205971971,3.422425157,-3.206859111,3.550725324,9.961962219,8.820786793,6.736482361,-4.110540407,-6.180258398,3.711123314,-7.042038413,7.000402046,3.078237579,1.450255785,0.913368703
24.38364417,18.34782025,23.16599917,30.36932091,17.29629676,12.31199633,17.13017525,24.33349699,11.26047284,21.94835418,29.15167592,16.07865176,36.35499766,23.2819735,10.20894935,-8.313161021,8.954023668,3.253263884,-8.580344197,-8.299985509,2.278774745,-8.415189725,6.553973603,5.733128082,7.91389007,-6.200155568,2.372519824,-8.906573808,-2.975688614,5.024339405,-9.766053891,-2.705560465
23.20094851,26.22687731,25.6608548,17.9096476,20.02857308,29.25280612,28.68678361,20.93557641,23.05450189,28.12076109,20.36955389,22.48847937,12.6183467,14.73727218,16.85619766,-7.937420976,3.740612798,3.003144309,-5.056899618,6.761742793,5.392561363,-7.015419493,6.272545916,4.298311932,-5.15179435,-2.742342122,4.722346995,-8.344366474,-1.531970945,5.061875798,-4.14697849,-6.803801501
16.58929572,14.69399591,15.73762909,20.01655235,24.43502809,12.7986961,13.84232928,18.12125253,22.53972828,14.88596246,19.16488572,23.58336146,23.44380897,27.86228472,32.28076047,-5.499173336,-1.510852397,2.109243993,0.110202088,7.016007829,5.915538166,-5.847152122,1.167874829,4.443612823,8.616876442,2.940191117,4.330914065,7.015874917,-5.985370296,6.680703458,-1.927449284,5.672117755
33.67192848,30.86035829,29.49873997,24.57904786,25.2609354,28.0487881,26.68716978,21.76747768,22.44936521,25.32555146,20.40585936,21.08774689,15.48616725,16.16805478,16.84994232,-4.473351626,-9.89211576,2.410816936,-8.162071875,-5.220482555,4.827058159,8.78105395,8.138033113,5.636621804,-7.529031289,6.974703143,5.843866622,1.780719667,8.988666787,6.893562324,-2.4597138,6.648226323
15.06034416,21.09421096,15.97585459,18.4332064,22.16434127,27.12807775,22.00972138,24.4670732,28.19820806,16.89136501,19.34871683,23.07985169,21.80606864,25.53720351,29.26833838,0.679520502,-6.341814966,2.549935442,6.113484819,7.93161139,6.458543834,-0.11600116,-6.874922363,4.351596067,-6.491056656,-9.2981076,4.479621659,9.529613407,4.575109786,6.539680098,-2.6944524,-0.111435552
23.0426691,25.3206277,25.07534834,21.12115905,15.27780882,27.5985863,27.35330694,23.39911765,17.55576742,27.10802759,23.15383829,17.31048807,19.199649,13.35629877,7.512948545,1.018689392,9.090723376,4.77633261,5.825607654,2.923033015,6.748107123,5.262940738,-5.432935885,2.730475346,-9.691827962,9.646288376,3.389145642,-4.342723203,1.434288511,3.31182379,-6.115348289,1.407410092
12.75746717,9.830976295,15.03597415,22.48045828,17.60417073,6.904485421,12.10948327,19.55396741,14.67767985,17.31448113,24.75896526,19.88267771,32.2034494,27.32716184,22.45087429,4.573764079,3.895174423,5.249630489,3.446702774,3.176486799,2.559853815,-1.756977874,-5.849244726,2.860353419,-8.974102099,-8.933458682,5.761551176,-5.901356295,6.98235949,5.908858189,1.88643624,1.464559079
14.95982664,17.41807434,13.55120056,14.48414308,14.53584122,19.87632204,16.00944826,16.94239078,16.99408892,12.14257449,13.075517,13.12721514,14.00845952,14.06015766,14.1118558,3.6887607,4.752600341,6.669133045,-7.210443157,1.334488451,5.844605881,1.752115269,-0.653880187,3.862788573,4.381621692,7.143284225,4.743789533,4.587291088,8.953908035,2.513355201,0.427352749,3.838824732
34.25634086,34.48587114,32.18633961,34.48220333,36.35077978,34.71540142,32.41586989,34.71173361,36.58031007,30.11633836,32.41220208,34.28077853,34.7080658,36.57664225,38.44521871,0.203423702,8.075459963,6.872373426,8.190221981,-4.573671862,3.330548202,5.525812191,-8.293581184,2.763967682,4.878903193,3.325290707,6.910879922,9.547201457,-9.333422564,3.191630769,-8.844122653,-4.741973897
9.39616049,15.29602318,8.499858603,10.08963865,20.17965147,21.19588586,14.39972129,15.98950134,26.07951415,7.603556715,9.193336765,19.28334958,10.78311682,20.87312963,30.96314244,-2.583057588,-8.800554351,2.018075637,-5.903987292,-1.639185091,2.348139301,4.276406196,-9.975150934,2.434790031,3.772212621,-6.792746503,4.585195723,3.708500357,6.08256054,4.176237469,1.657885635,-8.68338228
11.05278522,20.59270041,12.20826246,9.898363001,19.59851599,30.13261561,21.74817766,19.4382782,29.13843119,13.36373971,11.05384025,20.75399323,8.743940787,18.44409377,28.14424676,0.665787642,0.519371031,3.525448122,8.707977828,5.966183112,6.765030344,5.319197401,-4.611167556,2.011444893,-0.271254715,0.167201478,2.405478902,5.97829418,6.778251897,6.790779425,-0.940710433,-3.421618024
35.05940751,31.88398061,26.0256518,30.27478237,26.78304715,28.7085537,22.85022489,27.09935546,23.60762025,16.99189609,21.24102666,17.74929144,25.49015722,21.99842201,18.5066868,-9.470824115,-3.39719756,2.748450939,-8.771975557,6.290527343,2.750272742,-0.955444437,6.480494023,5.684963258,-6.770417856,7.310625454,3.728473048,-2.74561685,7.821351807,4.010545691,5.300973849,5.632227457
14.5742329,17.95578144,17.2801338,13.41452414,12.3380802,21.33732998,20.66168234,16.79607268,15.71962874,19.98603471,16.12042505,15.04398111,12.25481538,11.17837144,10.1019275,3.60743821,-2.392736261,5.702580401,-6.320656444,5.924878198,6.474770656,-1.49763992,-8.442000611,2.672017603,-1.169110752,-2.838213295,4.483111824,3.69137512,-1.913562015,2.720131635,0.556947758,0.965410685
34.43142274,23.65026585,31.6536506,32.50452679,33.79705815,12.86910895,20.8724937,21.72336989,23.01590126,28.87587845,29.72675464,31.01928601,30.57763083,31.8701622,33.16269356,-9.521564998,5.055114304,4.191859,4.696454097,-1.173767464,5.203618236,-6.23397264,-3.172608572,3.25394817,-5.627587172,-5.700036575,4.392427687,-7.554802815,6.188962752,6.955357309,6.878795362,1.918680624
28.76909598,22.29157741,21.60171004,23.63045013,20.91513382,15.81405885,15.12419148,17.15293157,14.43761525,14.43432411,16.4630642,13.74774788,18.49180429,15.77648797,13.06117165,7.773479758,-2.330000626,2.000865191,2.924098827,-8.071257255,2.251967479,-1.220755293,-9.592451146,6.422901666,3.315606764,-5.328385517,2.545772629,-9.28668694,-8.627843292,4.360859075,-4.511804848,-9.539961898
19.13653994,14.83641956,18.87431903,26.53670048,25.91427039,10.53629918,14.57419865,22.2365801,21.61415001,18.61209812,26.27447957,25.65204948,33.93686102,33.31443092,32.69200083,-5.298653745,3.694396394,6.020099791,-5.203982797,7.934520791,2.316441149,-7.893089942,1.416826056,3.698920198,-3.512432367,-5.315033495,4.812839146,-0.66427072,-3.758764774,2.120155412,-9.555324082,9.792834421
27.00665947,29.42176181,24.92774248,27.56864052,23.56396001,31.83686414,27.34284482,29.98374286,25.97906235,22.84882549,25.48972353,21.48504302,28.13062157,24.12594106,20.12126055,-8.74799517,-3.915129398,4.23330228,-4.509279743,-7.6904198,3.673488091,-8.691132621,-1.813857643,3.369898397,7.566413892,1.728860029,6.328820576,-3.734534282,-1.569962254,3.748022106,-3.450779692,7.762137999
33.74147813,35.59449874,31.77954306,21.28896974,30.60676665,37.44751934,33.63256367,23.14199035,32.45978725,29.81760799,19.32703467,28.64483157,8.836461351,18.15425825,27.47205516,-0.628614794,9.578500648,3.780487726,8.317336923,1.058834916,6.208670084,5.787383716,-4.251746,4.867790402,-8.987136781,-5.810649116,4.280713143,3.631959934,-6.502123812,6.655648762,-8.285974058,-4.971227814
13.04842804,15.64760586,12.89047238,13.30348312,16.16543137,18.24678369,15.4896502,15.90266094,18.7646092,12.73251672,13.14552745,16.00747571,13.55853819,16.42048645,19.28243471,-5.552635407,-5.771115507,2.394939371,3.688039924,-7.105254984,5.183713695,1.788886458,-4.586129467,4.63097687,0.078151198,-1.671854965,6.640381442,0.951590755,7.094039075,3.831161911,-1.271960893,-1.469318243
16.50615909,27.0954734,12.09718691,19.22658504,26.21304997,37.68478771,22.68650122,29.81589935,36.80236428,7.688214726,14.81761285,21.80407779,21.94701098,28.93347592,35.91994085,-6.501957144,1.958637363,4.051808872,4.461846416,9.281126099,4.839175117,-5.306223775,-5.038156943,3.636106735,2.824009771,-5.592669873,5.712262343,6.910214896,6.378129354,2.629328572,-6.538536618,-5.231274236
11.37461521,12.41381759,17.74322037,16.2446199,12.15110941,13.45301996,18.78242275,17.28382228,13.19031179,24.11182554,22.61322507,18.51971458,21.1146246,17.02111411,12.92760362,-7.969738821,-0.958973754,5.243705778,-3.111554912,-0.545144576,5.368668029,-1.680120697,6.994681017,5.315635793,2.676374896,-5.683785472,4.101043695,-9.315395,-8.155004307,2.007170378,-6.569474553,-2.658467053
28.94322644,25.14211355,25.08760948,26.05200269,25.94724204,21.34100066,21.28649659,22.25088979,22.14612914,21.23199252,22.19638573,22.09162508,23.16077893,23.05601828,22.95125763,4.16740629,-5.409792525,5.590765005,-4.779736253,6.221236275,3.885592326,-4.702796309,9.511552789,3.966750308,-0.379754023,-1.77626854,3.341839517,-4.537961082,8.756990958,6.304534313,5.013371294,7.91144162
26.08530529,27.10706878,23.47114694,29.50894869,30.66371409,28.12883227,24.49291043,30.53071218,31.68547758,20.85698859,26.89479034,28.04955574,32.93259209,34.08735749,35.24212289,3.546774493,2.886793209,2.27630077,4.243564829,8.695736649,3.426603565,-3.543434427,-3.042113349,2.323508398,2.539606721,-5.896626397,2.66151061,6.809809338,1.160636667,6.389185768,-9.022553172,5.521417452
35.05726092,28.38684739,26.72193083,32.8197659,36.5235145,21.71643387,20.0515173,26.14935238,29.85310098,18.38660073,24.48443581,28.18818441,30.58227088,34.28601948,37.98976808,-8.769154031,-8.453017589,3.545996716,-1.386750054,-6.366830408,3.451132479,5.764906102,-1.119029477,2.013604621,8.744933722,4.141451477,6.469239813,-9.356959063,-4.94993944,4.958734486,8.351106686,-9.708193267
13.87312931,16.50633295,13.39692472,15.91260662,13.31165374,19.13953659,16.03012836,18.54581026,15.94485738,12.92072012,15.43640203,12.83544914,17.95208393,15.35113105,12.75017816,-2.09029905,-1.366777643,5.834154228,-5.737144554,2.777733821,2.849035321,-0.770130352,-7.493995302,4.366014428,9.006886641,-0.247414488,3.347991558,-2.211295161,-6.722355387,4.035976772,1.204950291,-3.161187137
16.43968772,20.85662174,19.99449005,23.5067052,24.55831343,25.27355576,24.41142407,27.92363922,28.97524745,23.54929239,27.06150753,28.11311577,30.57372268,31.62533091,32.67693914,1.319884307,-1.318057151,4.524573757,6.992731725,-2.431601894,6.219008908,-1.055654491,-6.100013728,3.482909481,1.318752662,-9.043959242,5.196691059,-9.817597215,-8.40204043,2.293244247,-0.980329486,5.147473135
22.13926836,24.62605704,29.84977875,30.22727192,21.84346549,27.11284571,32.33656743,32.7140606,24.33025417,37.56028915,37.93778232,29.55397589,38.31527548,29.93146906,21.54766263,-2.587546296,-1.15056055,3.409504573,6.404007334,7.620264241,6.270205328,-8.379069028,5.267006713,3.119942415,-9.456473321,3.455097699,4.514159436,-2.609847969,-4.997502468,3.81595904,7.44497709,-4.353770493
30.20330492,19.34384056,26.56231839,24.48798443,24.13725724,8.484376189,15.70285402,13.62852007,13.27779287,22.92133185,20.8469979,20.4962707,18.77266394,18.42193675,18.07120955,-9.883645691,-7.157899668,5.528676113,1.15978852,-1.359526127,3.018182957,-2.591980437,-7.864933539,5.273450059,3.837501084,-6.852677577,2.95938809,-4.550923253,-1.118838327,6.504811614,1.090384745,1.620727987
19.14215623,26.07712517,24.63283678,23.46979676,23.7114048,33.01209411,31.56780572,30.4047657,30.64637374,30.12351734,28.96047732,29.20208535,27.7974373,28.03904534,28.28065337,-4.591523172,-3.675772057,2.229160674,5.671389009,8.055696152,5.070535133,3.965834379,-1.940030561,2.5211261,-0.19443358,-4.555743562,5.377557878,-1.308294121,-6.482023841,4.227404224,-9.555466516,4.197959296
26.24727003,22.66934912,21.66554145,20.26486389,27.1144672,19.0914282,18.08762053,16.68694297,23.53654628,17.08381287,15.68313531,22.53273862,14.28245775,21.13206106,27.98166437,-9.007528527,4.270739856,2.621521247,7.4284002,-7.777043536,4.925525845,-0.343414369,-5.530790909,6.679090167,7.684203643,-4.795031271,3.515442987,-4.619436577,9.342419328,5.743323708,2.660553972,-1.1341906
11.58304622,13.84158913,11.95041886,15.97251316,13.11052293,16.10013204,14.20896178,18.23105607,15.36906584,12.31779151,16.3398858,13.47789557,20.36198009,17.49998987,14.63799964,-3.414106018,-2.772809611,4.479774891,4.102476367,4.659924166,2.893818134,-4.034510043,-4.240861133,3.204039984,-0.333090181,9.420309496,4.915422116,-8.456502292,0.939979361,3.944585245,-2.295254217,0.723120522
15.14750147,15.35472796,23.57984812,23.23703843,17.92558707,15.56195445,23.78707461,23.44426492,18.13281357,32.01219478,31.66938509,26.35793373,31.3265754,26.01512404,20.70367268,-4.032466078,-4.017875391,2.883713795,-1.956205819,-7.621196831,4.690757877,-6.516604092,7.962640936,5.185626864,-7.64611494,5.39375367,6.883201561,1.934416126,5.152188982,5.020579995,2.968587705,-3.841407701
8.105461876,10.80040553,16.04704852,10.69671846,21.43753626,13.49534918,18.74199217,13.39166211,24.13247991,23.98863516,18.6383051,29.3791229,13.28797504,24.02879284,34.76961064,6.354911419,8.513867073,2.30015931,5.08225653,5.877320696,6.274000648,-3.808493004,8.324046694,2.640241176,2.724320226,2.636999254,3.690408708,-6.275404083,-4.767567241,2.985986819,7.516705447,5.3859077
17.51341883,12.87510532,17.23752431,19.75133538,19.28266555,8.236791805,12.59921079,15.11302186,14.64435203,16.96162978,19.47544085,19.00677102,21.98925192,21.52058209,21.05191226,8.590106162,4.776155578,3.539197816,1.292271363,2.12662036,3.527208086,4.156952154,-2.368015588,4.120134301,-3.398995639,-3.744649109,6.534064884,1.343167123,-3.846407273,6.818259283,0.605883339,4.138798137
30.88403404,30.08608616,25.09249197,25.29737467,21.32188755,29.28813827,24.29454409,24.49942678,20.52393966,19.30094991,19.5058326,15.53034548,19.71071529,15.73522818,11.75974106,-1.396419125,9.689271708,4.548562533,-9.546894892,7.428262559,3.487718728,4.963898876,-0.195924505,3.442817052,-1.572259115,3.722083977,4.431473512,-3.933374406,-4.64466733,5.727623733,-2.656279108,-5.01376272
9.578248413,12.8024775,13.58135058,15.09991525,11.17822571,16.02670659,16.80557967,18.32414434,14.4024548,17.58445275,19.10301742,15.18132788,20.62158209,16.69989255,12.778203,-6.446410907,-0.745795959,2.151284886,2.354366111,3.336174551,2.35844307,-3.055528371,5.022162586,4.462871018,-1.687496173,7.527937954,2.060784126,-0.384781504,-3.761037861,5.881158541,-2.560637949,-2.537011334
21.08322811,22.50939866,16.65913285,24.36769634,21.8011124,23.9355692,18.08530339,25.79386688,23.22728294,12.23503758,19.94360107,17.37701714,27.65216456,25.08558062,22.51899669,-6.828989556,-4.810472926,5.796491023,8.810110743,-8.846166642,5.10272048,-3.633218132,-0.215333762,3.649115483,7.748280458,9.406974675,6.030615902,8.736003569,6.938021697,2.033894676,1.184582254,-1.162324686
31.75649686,23.1801678,26.60901116,20.34391334,23.52573756,14.60383874,18.0326821,11.76758428,14.9494085,21.46152545,15.19642764,18.37825186,8.931329822,12.11315404,15.29497826,-2.962462912,4.817063986,6.070376132,-2.701366499,-3.999806114,2.459482589,-6.325698658,-4.248997417,4.770667162,4.008689362,-9.213946476,4.00340148,5.02654671,-3.625422918,4.58075318,2.044651018,-8.97416935
30.12928138,30.09792088,29.80181602,25.20678373,29.12635718,30.06656037,29.77045552,25.17542323,29.09499667,29.47435066,24.87931837,28.79889182,20.28428609,24.20385953,28.12343297,-5.909330666,-4.4492896,3.480703207,-5.216866304,-4.904493344,4.44873622,-5.905598409,-1.616300785,6.406601506,1.850261714,-4.617795421,3.641000672,-4.264026974,-4.53425532,4.324757774,6.219834774,3.779407142
19.76111213,22.95315089,24.57458218,16.48201385,27.18069777,26.14518964,27.76662093,19.6740526,30.37273652,29.38805223,21.2954839,31.99416782,13.20291557,23.90159949,34.60028341,0.481150432,-1.229819141,2.985251333,4.226015507,-3.818500431,6.578111785,1.424978715,-5.436882465,6.490458281,0.338618602,5.566776389,5.097728387,2.243243092,-8.773144097,5.645190407,4.072502063,7.477410965
34.66888473,25.4710425,31.98177246,27.40642634,23.4146842,16.27320028,22.78393024,18.20858412,14.21684197,29.29466019,24.71931408,20.72757193,20.14396796,16.15222581,12.16048367,-8.050748095,2.522004356,3.455866777,9.843958067,3.72038995,6.635025522,-4.082751107,-6.60363592,4.493899333,2.858187287,-8.224195734,3.696020261,4.53819364,1.823818365,3.666159797,8.603134549,-0.822852851
9.896004199,20.57934102,19.56191961,17.27886786,13.49498484,31.26267785,30.24525643,27.96220468,24.17832166,29.22783501,26.94478326,23.16090025,24.66173151,20.8778485,17.09396548,4.70455241,-3.299113554,3.510219642,-8.65741814,3.908615707,2.888488037,-6.907494168,-5.551303732,3.651863202,-4.804269355,-5.208013019,2.446060617,8.461835236,-7.380663922,3.901914261,6.163850272,-0.131854077
14.3020479,21.53811952,26.61581023,13.76777139,14.66653829,28.77419114,33.85188185,21.00384301,21.90260992,38.92957256,26.08153372,26.98030062,13.23349488,14.13226178,15.03102869,-6.9359601,9.520379602,5.859984761,8.431897311,4.273318269,6.825128957,-2.764108929,-8.213411377,6.870052615,-4.514114873,4.79218603,3.736112342,-2.71534999,5.719667671,6.176802993,-2.865429406,9.998398421
16.25856023,18.94123268,15.13665751,19.33587096,17.9580414,21.62390514,17.81932997,22.01854342,20.64071386,14.0147548,18.21396825,16.83613869,22.41318169,21.03535214,19.65752258,-9.332937842,1.651891936,6.185202268,1.099087548,4.874229955,6.533232275,-5.027415189,0.622683498,6.746595134,5.730773225,-1.046990455,3.415792489,-3.547638543,-9.581861027,5.056157479,-4.940246711,-1.269192227
19.28234964,20.94001776,20.94279411,23.74142182,12.26788475,22.59768588,22.60046222,25.39908994,13.92555287,22.60323857,25.40186628,13.92832921,28.200494,16.72695693,5.253419855,-5.226370144,-4.837931955,2.65561077,-6.491555585,-6.433443723,4.039911778,-6.724677797,-4.724568097,3.422929101,-9.634496521,-3.92050501,3.151636444,3.378236508,-6.131762446,2.466582926,4.018540197,-5.494906969
12.05050073,28.6850129,19.08113313,24.25103679,26.44716905,45.31952506,35.7156453,40.88554895,43.08168122,26.11176554,31.28166919,33.47780146,36.45157285,38.64770511,40.84383738,3.168367315,6.934768979,3.813103576,-6.848233666,-8.551693924,6.422671243,9.130427278,-4.02029978,5.996485808,6.56728798,-9.898139898,5.287119016,-6.296626955,-6.764192851,3.858308129,7.799131403,7.500372253
37.10157679,33.79011441,28.41761382,28.59243971,34.21900779,30.47865204,25.10615144,25.28097733,30.90754542,19.73365084,19.90847673,25.53504482,20.08330262,25.70987071,31.33643879,2.296961699,7.238236499,4.70619739,1.041205195,1.54793729,6.860255813,8.407226165,-0.640871194,4.649781941,6.891536019,-0.565183648,4.349688012,-5.570293171,-6.355426498,4.129036205,9.254056874,-9.302086441
27.67926884,28.70839835,33.95560032,28.12279126,25.10391798,29.73752787,34.98472984,29.15192078,26.1330475,40.23193181,34.39912275,31.38024947,28.56631368,25.54744041,22.52856713,-1.192244869,1.095477481,2.883148496,-5.03997869,-9.904379926,5.725733105,-0.432255312,8.819988444,5.604391032,-4.154463842,-8.162004466,6.459754116,-2.017235392,-9.962426744,3.408993098,8.58402972,-8.266541037
28.04166863,25.09423018,24.44043372,17.90934687,29.92375065,22.14679173,21.49299527,14.96190842,26.9763122,20.83919881,14.30811196,26.32251574,7.777025104,19.79142889,31.80583268,4.564877439,7.394547401,2.831974122,-2.45295204,3.797352755,5.066012268,9.612214326,-5.302280789,4.655692705,-0.74513164,-8.455822964,2.490439145,-6.566337303,7.82839454,4.891534119,0.297360419,-5.657349623
22.97006881,20.15168661,22.5224675,20.62688617,20.40344096,17.33330441,19.7040853,17.80850397,17.58505876,22.07486619,20.17928486,19.95583965,18.28370353,18.06025832,17.83681312,7.70516829,-2.593407074,3.955686395,1.945145491,-4.91118099,4.867977209,-9.000015602,6.681005367,6.65100447,-7.146659343,-6.300143122,3.785903868,-1.625612049,9.091027958,2.728387629,-2.576622536,0.653643557
23.32179131,24.10617454,32.2861408,29.52479997,28.56663678,24.89055777,33.07052403,30.3091832,29.35102001,41.25049029,38.48914946,37.53098626,35.72780863,34.76964543,33.81148224,0.481888622,8.103424218,2.361283892,-8.196418074,-8.091729389,5.414601795,7.134533868,-8.265572681,3.695843275,6.492088284,0.216703899,6.923641585,6.433398675,4.562949708,4.678931494,-9.737322626,3.007489824
33.21135469,28.05048661,33.71467086,31.97276553,34.62802076,22.88961853,28.55380278,26.81189744,29.46715268,34.21798703,32.47608169,35.13133693,30.73417636,33.3894316,36.04468683,5.167423724,-6.794414585,4.872267252,1.362079208,-0.748256831,2.174038575,7.086510025,-2.007442744,2.458701106,3.786820682,-5.73135571,5.791600559,4.704735043,8.751379899,2.381809681,-9.840464498,-1.62016845
16.1325613,19.07561856,13.88248022,16.54204103,27.02820234,22.01867582,16.82553748,19.48509829,29.9712596,11.63239913,14.29195994,24.77812126,16.95152075,27.43768207,37.92384338,4.639024439,1.82853443,5.484500138,-3.109763533,-0.767192841,4.236706442,-1.148966326,8.86598037,3.987425209,5.272357471,0.348494026,3.912333001,-1.227396528,-9.857469314,6.547956676,2.84687752,7.465319967
29.91557277,27.99969103,33.72447944,26.35746024,25.38695861,26.08380929,31.8085977,24.44157851,23.47107687,37.53338611,30.16636691,29.19586527,22.79934772,21.82884608,20.85834444,-3.33379195,-2.448888476,2.063300926,3.110369125,-4.030518047,4.942732374,-5.39249518,-4.698839362,5.8278585,9.701052436,-2.894666224,5.523127278,0.417622367,8.270361996,6.909962732,8.116938932,6.951054347
